asmae;1885;1;0;1;2023-11-29T14:43:04.864203900
asmae;1839;1;0;2;2023-11-29T14:46:17.732061400
asmae;176;1;0;0;2023-11-29T14:42:31.505980600
asmae;32;1;0;0;2023-11-29T15:05:13.649990100
